id	qid	testSet	module	count	accuracy
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb18-l1.qa150	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb21-l1.qa138	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb25-l1.qa143	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb27-l1.qa138	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb29-l1.qa142	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb30-l1.qa143	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb36-l1.qa138	VOLTAGE_GAP_EXPLAIN_WHY4	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj38-l1.qa160	VOLTAGE_GAP_EXPLAIN_WHY5	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj40-l1.qa188	VOLTAGE_GAP_EXPLAIN_WHY5	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbjb4-l1.qa140	VOLTAGE_GAP_EXPLAIN_WHY5	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb4-l1.qa141	VOLTAGE_GAP_EXPLAIN_WHY6	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb6-l1.qa143	VOLTAGE_GAP_EXPLAIN_WHY6	unseen-answers	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb34-l1.qa140	VOLTAGE_GAP_EXPLAIN_WHY6	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj8-l1.qa254	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj8-l1.qa256	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj12-l1.qa207	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj13-l1.qa251	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj15-l1.qa257	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj24-l1.qa258	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj27-l1.qa237	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj30-l1.qa222	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj31-l1.qa228	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj43-l1.qa224	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj45-l1.qa219	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb31-l1.qa179	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb35-l1.qa181	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb40-l1.qa180	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb41-l1.qa182	VOLTAGE_INCOMPLETE_CIRCUIT_2_Q	unseen-answers	FaultFinding	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj13-l2.qa95	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj13-l2.qa96	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj27-l2.qa91	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj31-l2.qa96	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj38-l2.qa84	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj47-l2.qa94	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj48-l2.qa87	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb6-l2.qa76	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb10-l2.qa76	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb30-l2.qa76	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb37-l2.qa77	BURNED_BULB_PARALLEL_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj9-l2.qa87	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj19-l2.qa110	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj23-l2.qa91	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb5-l2.qa78	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb22-l2.qa78	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb38-l2.qa78	BURNED_BULB_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj15-l2.qa110	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj36-l2.qa90	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj38-l2.qa89	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj40-l2.qa101	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb6-l2.qa80	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb29-l2.qa81	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb31-l2.qa80	BURNED_BULB_PARALLEL_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj15-l2.qa119	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj29-l2.qa107	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj31-l2.qa109	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb16-l2.qa88	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb19-l2.qa87	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb40-l2.qa87	BURNED_BULB_PARALLEL_WHY_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj18-l2.qa134	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj19-l2.qa174	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj33-l2.qa143	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbjb36-l2.qa122	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj8-l2.qa150	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj28-l2.qa151	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj29-l2.qa153	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb3-l2.qa131	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb4-l2.qa124	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb19-l2.qa126	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb30-l2.qa124	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb34-l2.qa125	GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj15-l2.qa167	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj19-l2.qa169	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj23-l2.qa142	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj28-l2.qa143	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj40-l2.qa149	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj47-l2.qa149	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb11-l2.qa119	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb18-l2.qa119	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb19-l2.qa121	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb31-l2.qa119	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb35-l2.qa121	GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj15-l2.qa123	HYBRID_BURNED_OUT_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj19-l2.qa123	HYBRID_BURNED_OUT_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj23-l2.qa103	HYBRID_BURNED_OUT_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj34-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb35-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj38-l2.qa106	HYBRID_BURNED_OUT_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb16-l2.qa95	HYBRID_BURNED_OUT_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb18-l2.qa94	HYBRID_BURNED_OUT_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb21-l2.qa94	HYBRID_BURNED_OUT_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb41-l2.qa95	HYBRID_BURNED_OUT_EXPLAIN_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj11-l2.qa117	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj19-l2.qa139	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj26-l2.qa129	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj37-l2.qa111	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj37-l2.qa112	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb1-l2.qa103	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb2-l2.qa105	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb9-l2.qa103	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb10-l2.qa102	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb39-l2.qa102	HYBRID_BURNED_OUT_WHY_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj15-l2.qa145	HYBRID_BURNED_OUT_WHY_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj27-l2.qa128	HYBRID_BURNED_OUT_WHY_Q3	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj28-l2.qa120	HYBRID_BURNED_OUT_WHY_Q3	unseen-answers	SwitchesBulbsParallel	3	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb2-l2.qa106	HYBRID_BURNED_OUT_WHY_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb24-l2.qa107	HYBRID_BURNED_OUT_WHY_Q3	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj8-l2.qa79	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj14-l2.qa78	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj23-l2.qa80	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj36-l2.qa75	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj38-l2.qa74	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj39-l2.qa89	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj39-l2.qa90	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj40-l2.qa85	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj48-l2.qa77	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb38-l2.qa68	OPT1_EXPLAIN_Q2	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj9-l2.qa124	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj10-l2.qa129	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj18-l2.qa124	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj23-l2.qa128	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj24-l2.qa125	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj26-l2.qa147	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj28-l2.qa132	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj30-l2.qa134	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj31-l2.qa138	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	3	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj37-l2.qa123	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj39-l2.qa145	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj45-l2.qa123	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj45-l2.qa124	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj45-l2.qa126	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj48-l2.qa126	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb4-l2.qa112	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb16-l2.qa113	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb30-l2.qa112	OPT2_EXPLAIN_Q	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj3-l2.qa42	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj8-l2.qa42	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj11-l2.qa45	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj12-l2.qa46	PARALLEL_SWITCH_EXPLAIN_Q1	unseen-answers	SwitchesBulbsParallel	1	incorrect
