ID	Fold	Actual	Predicted
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj30-l2.qa140	2	non_domain	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj33-l1.qa162	2	non_domain	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbjb24-l1.qa147	2	non_domain	non_domain
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj31-l2.qa55	2	non_domain	non_domain
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj15-l2.qa107	2	non_domain	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj28-l1.qa170	2	non_domain	non_domain
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj13-l1.qa63	2	non_domain	non_domain
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj15-l2.qa144	2	non_domain	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj39-l1.qa179	2	non_domain	non_domain
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj22-l2.qa137	2	non_domain	non_domain
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbjb38-l1.qa147	2	non_domain	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj33-l1.qa202	2	non_domain	non_domain
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj13-l2.qa128	2	non_domain	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb18-l1.qa152	2	non_domain	non_domain
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj45-l1.qa143	2	non_domain	non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj8-l1.qa209	2	non_domain	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj24-l1.qa200	2	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb19-l1.qa149	2	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb20-l2.qa42	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj43-l2.qa106	2	contradictory	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb20-l1.qa150	2	contradictory	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbjb6-l1.qa41	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb27-l2.qa90	2	contradictory	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj9-l1.qa133	2	contradictory	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbjb34-l2.qa56	2	contradictory	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj46-l1.qa63	2	contradictory	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb29-l1.qa39	2	contradictory	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj8-l1.qa223	2	contradictory	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj26-l1.qa259	2	contradictory	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj28-l1.qa208	2	contradictory	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj35-l1.qa48	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj26-l2.qa49	2	contradictory	contradictory
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj3-l1.qa99	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj28-l1.qa229	2	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj19-l1.qa220	2	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb10-l2.qa90	2	contradictory	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb6-l1.qa165	2	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb17-l1.qa183	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj39-l1.qa253	2	contradictory	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb31-l2.qa43	2	contradictory	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj47-l1.qa254	2	contradictory	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj8-l1.qa188	2	contradictory	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb9-l2.qa42	2	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj26-l1.qa252	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj39-l2.qa72	2	contradictory	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj19-l1.qa208	2	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb34-l1.qa144	2	contradictory	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb5-l1.qa183	2	contradictory	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbjb27-l1.qa177	2	contradictory	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb32-l2.qa68	2	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj27-l1.qa187	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbjb22-l2.qa124	2	contradictory	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj48-l1.qa156	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb3-l1.qa156	2	contradictory	non_domain
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb4-l2.qa80	2	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj42-l1.qa182	2	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb32-l2.qa80	2	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj29-l2.qa52	2	contradictory	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj47-l1.qa237	2	contradictory	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj33-l1.qa196	2	contradictory	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbjb12-l1.qa64	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj13-l2.qa110	2	contradictory	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb20-l2.qa80	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj19-l1.qa198	2	contradictory	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb2-l1.qa171	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb32-l2.qa44	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb27-l2.qa103	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj33-l1.qa221	2	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb16-l1.qa181	2	contradictory	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb41-l1.qa162	2	contradictory	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj39-l1.qa159	2	contradictory	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb9-l1.qa151	2	contradictory	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj47-l1.qa107	2	contradictory	contradictory
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbjb22-l1.qa74	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb21-l2.qa90	2	contradictory	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj8-l1.qa183	2	contradictory	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb21-l2.qa76	2	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb10-l1.qa179	2	contradictory	partially_correct_incomplete
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj8-l1.qa108	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb22-l2.qa90	2	contradictory	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216	2	contradictory	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa266	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb41-l1.qa138	2	contradictory	contradictory
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj47-l1.qa93	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj47-l1.qa199	2	contradictory	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj13-l1.qa221	2	contradictory	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj48-l1.qa155	2	contradictory	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj23-l2.qa108	2	contradictory	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj8-l1.qa50	2	contradictory	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj19-l2.qa176	2	contradictory	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj22-l1.qa240	2	contradictory	contradictory
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbjb26-l1.qa63	2	contradictory	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb11-l1.qa73	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj19-l1.qa200	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb22-l1.qa188	2	contradictory	partially_correct_incomplete
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj26-l1.qa100	2	contradictory	correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj14-l1.qa194	2	contradictory	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj27-l1.qa171	2	contradictory	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb20-l1.qa192	2	contradictory	non_domain
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj19-l1.qa111	2	contradictory	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb40-l1.qa145	2	contradictory	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbjb12-l1.qa44	2	contradictory	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj35-l1.qa227	2	contradictory	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbj23-l2.qa65	2	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbjb1-l1.qa184	2	contradictory	contradictory
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj19-l1.qa122	2	contradictory	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj19-l1.qa242	2	contradictory	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb9-l1.qa134	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb10-l1.qa177	2	contradictory	non_domain
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj46-l2.qa49	2	contradictory	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj15-l2.qa50	2	contradictory	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj10-l1.qa191	2	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj19-l2.qa62	2	contradictory	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb6-l1.qa147	2	contradictory	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb20-l1.qa193	2	contradictory	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb11-l1.qa138	2	contradictory	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj19-l2.qa172	2	contradictory	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb19-l1.qa76	2	contradictory	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb41-l2.qa104	2	contradictory	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb19-l1.qa140	2	contradictory	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj46-l1.qa233	2	contradictory	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj45-l2.qa47	2	irrelevant	non_domain
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj8-l2.qa45	2	irrelevant	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj31-l2.qa54	2	irrelevant	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb16-l2.qa44	2	irrelevant	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj39-l2.qa59	2	irrelevant	partially_correct_incomplete
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj46-l1.qa41	2	irrelevant	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj42-l1.qa150	2	irrelevant	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY3.sbj35-l1.qa173	2	irrelevant	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj46-l2.qa56	2	irrelevant	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb16-l1.qa140	2	irrelevant	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225	2	irrelevant	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj9-l1.qa160	3	partially_correct_incomplete	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj27-l1.qa150	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj27-l2.qa80	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj40-l2.qa68	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb11-l2.qa56	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj10-l2.qa104	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb13-l1.qa175	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbjb42-l2.qa116	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbjb16-l1.qa42	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj43-l2.qa42	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj24-l1.qa37	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj22-l2.qa79	3	partially_correct_incomplete	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj22-l1.qa215	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb32-l2.qa43	3	partially_correct_incomplete	non_domain
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj19-l1.qa120	3	partially_correct_incomplete	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj28-l1.qa226	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj37-l2.qa125	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj29-l2.qa54	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj7-l1.qa206	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj45-l1.qa34	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj43-l1.qa170	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj28-l2.qa79	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj13-l1.qa246	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb2-l2.qa57	3	partially_correct_incomplete	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb15-l1.qa162	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj43-l1.qa225	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj47-l1.qa65	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj36-l1.qa151	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj15-l1.qa172	3	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj28-l1.qa232	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj24-l1.qa245	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj22-l2.qa49	3	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbjb31-l1.qa41	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165	3	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj27-l1.qa44	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj40-l1.qa156	3	partially_correct_incomplete	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb16-l1.qa175	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj9-l2.qa47	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj30-l2.qa139	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj38-l1.qa212	3	partially_correct_incomplete	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbj10-l1.qa234	3	partially_correct_incomplete	irrelevant
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj11-l2.qa128	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj10-l1.qa241	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbjb22-l2.qa43	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb32-l2.qa76	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj10-l1.qa238	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb15-l1.qa142	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj33-l2.qa54	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj22-l2.qa91	3	partially_correct_incomplete	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb32-l1.qa184	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj45-l2.qa133	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj3-l2.qa120	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb28-l2.qa112	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbj13-l1.qa58	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj46-l2.qa97	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj43-l2.qa60	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj9-l2.qa73	3	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj26-l1.qa188	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj36-l2.qa88	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj28-l2.qa63	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb42-l1.qa182	3	partially_correct_incomplete	contradictory
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj13-l1.qa90	3	partially_correct_incomplete	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj31-l1.qa232	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj28-l2.qa90	3	partially_correct_incomplete	contradictory
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj19-l1.qa176	3	partially_correct_incomplete	non_domain
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj35-l2.qa106	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbj10-l2.qa120	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb9-l2.qa44	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb34-l2.qa45	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbj19-l1.qa275	3	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj22-l1.qa236	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj24-l2.qa75	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj24-l2.qa133	3	partially_correct_incomplete	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj18-l1.qa54	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb7-l1.qa179	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj22-l2.qa89	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbjb30-l2.qa42	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj46-l2.qa48	3	partially_correct_incomplete	contradictory
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj47-l2.qa51	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q2.sbj11-l2.qa47	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj35-l1.qa148	3	partially_correct_incomplete	partially_correct_incomplete
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj28-l1.qa239	3	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj19-l1.qa281	3	partially_correct_incomplete	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj35-l2.qa96	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb39-l1.qa182	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj24-l2.qa105	3	partially_correct_incomplete	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj27-l1.qa208	3	partially_correct_incomplete	partially_correct_incomplete
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj18-l2.qa44	3	partially_correct_incomplete	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj15-l1.qa207	3	partially_correct_incomplete	contradictory
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbj28-l1.qa190	3	partially_correct_incomplete	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbjb31-l1.qa180	3	partially_correct_incomplete	partially_correct_incomplete
